power_output,radiation,time
2033,0.6,1536936000.0
4225,1.6,1536936300.0
5435,1.77,1536936600.0
6410,1.2,1536936900.0
5985,0.98,1536937200.0
4169,0.67,1536937500.0
3061,0.56,1536937800.0
2410,0.41,1536938100.0
1664,0.34,1536938400.0
1092,0.29,1536938700.0
957,0.26,1536939000.0
819,0.25,1536939300.0
699,0.23,1536939600.0
459,0.14,1536939900.0
240,0.11,1536940200.0
100,0.5,1536940500.0
2,0.2,1536940800.0
0,0.1,1536941100.0
0,0.1,1536941400.0
0,0.1,1536941700.0
0,0.2,1536942000.0
0,0.2,1536942300.0
0,0.2,1536942600.0
0,0.2,1536942900.0
0,0.2,1536943200.0
0,0.2,1536943500.0
0,0.2,1536943800.0
0,0.3,1536944100.0
0,0.2,1536944400.0
0,0.2,1536944700.0
0,0.2,1536945000.0
0,0.2,1536945300.0
0,0.2,1536945600.0
0,0.2,1536945900.0
0,0.2,1536946200.0
0,0.2,1536946500.0
0,0.2,1536946800.0
0,0.2,1536947100.0
0,0.1,1536947400.0
0,0.1,1536947700.0
0,0.0,1536948000.0
0,0.0,1536948300.0
0,0.1,1536948600.0
0,0.1,1536948900.0
0,0.2,1536949200.0
0,0.2,1536949500.0
0,0.2,1536949800.0
0,0.2,1536950100.0
0,0.2,1536950400.0
0,0.1,1536950700.0
0,0.2,1536951000.0
0,0.2,1536951300.0
0,0.2,1536951600.0
0,0.1,1536951900.0
0,0.2,1536952200.0
0,0.1,1536952500.0
0,0.2,1536952800.0
0,0.2,1536953100.0
0,0.2,1536953400.0
0,0.2,1536953700.0
0,0.2,1536954000.0
0,0.1,1536954300.0
0,0.2,1536954600.0
0,0.1,1536954900.0
0,0.2,1536955200.0
0,0.1,1536955500.0
0,0.2,1536955800.0
0,0.1,1536956100.0
0,0.2,1536956400.0
0,0.1,1536956700.0
0,0.1,1536957000.0
0,0.1,1536957300.0
0,0.1,1536957600.0
0,0.0,1536957900.0
0,0.1,1536958200.0
0,0.0,1536958500.0
0,0.0,1536958800.0
0,0.0,1536959100.0
0,0.1,1536959400.0
0,0.1,1536959700.0
0,0.1,1536960000.0
0,0.0,1536960300.0
0,0.1,1536960600.0
0,0.1,1536960900.0
0,0.1,1536961200.0
0,0.1,1536961500.0
0,0.1,1536961800.0
0,0.1,1536962100.0
0,0.1,1536962400.0
0,0.1,1536962700.0
0,0.1,1536963000.0
0,0.1,1536963300.0
0,0.0,1536963600.0
0,0.0,1536963900.0
0,0.0,1536964200.0
0,0.0,1536964500.0
0,0.1,1536964800.0
0,0.0,1536965100.0
0,0.1,1536965400.0
0,0.1,1536965700.0
0,0.0,1536966000.0
0,0.1,1536966300.0
0,0.1,1536966600.0
0,0.1,1536966900.0
0,0.1,1536967200.0
0,0.1,1536967500.0
0,0.1,1536967800.0
0,0.1,1536968100.0
0,0.0,1536968400.0
0,0.1,1536968700.0
0,0.0,1536969000.0
0,0.1,1536969300.0
0,0.1,1536969600.0
0,0.0,1536969900.0
0,0.0,1536970200.0
0,0.0,1536970500.0
0,0.0,1536970800.0
0,0.0,1536971100.0
0,0.0,1536971400.0
0,0.0,1536971700.0
0,0.0,1536972000.0
0,0.0,1536972300.0
0,0.0,1536972600.0
0,0.0,1536972900.0
0,0.0,1536973200.0
0,0.0,1536973500.0
0,0.0,1536973800.0
0,0.0,1536974100.0
0,0.1,1536974400.0
0,0.1,1536974700.0
0,0.1,1536975000.0
0,0.1,1536975300.0
0,0.1,1536975600.0
0,0.1,1536975900.0
0,0.1,1536976200.0
0,0.1,1536976500.0
0,0.1,1536976800.0
0,0.1,1536977100.0
0,0.0,1536977400.0
0,0.1,1536977700.0
0,0.1,1536978000.0
0,0.1,1536978300.0
0,0.0,1536978600.0
0,0.0,1536978900.0
0,0.0,1536979200.0
0,0.0,1536979500.0
0,0.0,1536979800.0
0,0.1,1536980100.0
0,0.1,1536980400.0
0,0.1,1536980700.0
0,0.1,1536981000.0
0,0.1,1536981300.0
0,0.2,1536981600.0
0,0.2,1536981900.0
0,0.3,1536982200.0
0,0.4,1536982500.0
0,0.5,1536982800.0
0,0.7,1536983100.0
5,0.1,1536983400.0
20,0.11,1536983700.0
10,0.9,1536984000.0
20,0.15,1536984300.0
333,0.24,1536984600.0
515,0.23,1536984900.0
540,0.25,1536985200.0
634,0.31,1536985500.0
1119,0.45,1536985800.0
1867,0.66,1536986100.0
3084,0.9,1536986400.0
3511,0.92,1536986700.0
3803,1.11,1536987000.0
4428,1.1,1536987300.0
3738,0.88,1536987600.0
3245,0.82,1536987900.0
3306,0.93,1536988200.0
4836,1.36,1536988500.0
6146,1.61,1536988800.0
7854,2.27,1536989100.0
8695,4.3,1536989400.0
15563,4.5,1536989700.0
13220,2.62,1536990000.0
19686,6.38,1536990300.0
14044,2.34,1536990600.0
9112,2.3,1536990900.0
7636,1.86,1536991200.0
7624,2.3,1536991500.0
10427,3.7,1536991800.0
11771,2.96,1536992100.0
11121,2.39,1536992400.0
10043,2.29,1536992700.0
9964,2.25,1536993000.0
8236,1.87,1536993300.0
8364,2.4,1536993600.0
8741,2.8,1536993900.0
9323,2.25,1536994200.0
10517,2.83,1536994500.0
13908,3.47,1536994800.0
14416,3.58,1536995100.0
15361,3.88,1536995400.0
12510,2.59,1536995700.0
10132,2.34,1536996000.0
9594,2.24,1536996300.0
10462,2.82,1536996600.0
17835,4.46,1536996900.0
14163,2.29,1536997200.0
7215,1.6,1536997500.0
6354,1.46,1536997800.0
6722,1.86,1536998100.0
9336,2.0,1536998400.0
5389,1.22,1536998700.0
7968,3.21,1536999000.0
8130,1.68,1536999300.0
9906,2.7,1536999600.0
13529,3.6,1536999900.0
13482,2.87,1537000200.0
11852,2.45,1537000500.0
9270,1.9,1537000800.0
8414,1.92,1537001100.0
9811,2.35,1537001400.0
11416,2.72,1537001700.0
12828,3.7,1537002000.0
14758,3.4,1537002300.0
14534,3.36,1537002600.0
16105,3.9,1537002900.0
16981,3.99,1537003200.0
17703,4.24,1537003500.0
20782,5.7,1537003800.0
22746,5.25,1537004100.0
21421,5.0,1537004400.0
18879,3.97,1537004700.0
15700,3.83,1537005000.0
16820,3.88,1537005300.0
17370,4.35,1537005600.0
18058,4.46,1537005900.0
23501,6.67,1537006200.0
24995,6.0,1537006500.0
30797,11.17,1537006800.0
33006,6.75,1537007100.0
37188,12.4,1537007400.0
28269,6.65,1537007700.0
36825,9.97,1537008000.0
36373,10.14,1537008300.0
33205,8.66,1537008600.0
30055,9.57,1537008900.0
34644,9.53,1537009200.0
33691,9.28,1537009500.0
14434,2.14,1537009800.0
31892,9.44,1537010100.0
33685,9.7,1537010400.0
32543,8.92,1537010700.0
31684,8.79,1537011000.0
31446,8.65,1537011300.0
16787,1.76,1537011600.0
11077,2.74,1537011900.0
18857,6.29,1537012200.0
13028,2.84,1537012500.0
30445,8.99,1537012800.0
28682,7.76,1537013100.0
15324,2.16,1537013400.0
15240,9.9,1537013700.0
27217,8.18,1537014000.0
25761,3.92,1537014300.0
17320,3.88,1537014600.0
15771,3.41,1537014900.0
13380,4.54,1537015200.0
24803,7.33,1537015500.0
17254,2.99,1537015800.0
9129,2.6,1537016100.0
10456,5.18,1537016400.0
13321,2.21,1537016700.0
7751,1.73,1537017000.0
6312,1.5,1537017300.0
5770,1.38,1537017600.0
5704,1.45,1537017900.0
6028,1.47,1537018200.0
5928,1.5,1537018500.0
7104,1.91,1537018800.0
10992,1.93,1537019100.0
6903,1.62,1537019400.0
6584,1.56,1537019700.0
5922,1.41,1537020000.0
4886,1.18,1537020300.0
4490,1.16,1537020600.0
4603,1.24,1537020900.0
4527,1.8,1537021200.0
3560,0.86,1537021500.0
2642,0.71,1537021800.0
3265,1.73,1537022100.0
2854,0.55,1537022400.0
1568,0.43,1537022700.0
1221,0.36,1537023000.0
941,0.29,1537023300.0
705,0.24,1537023600.0
521,0.18,1537023900.0
370,0.16,1537024200.0
281,0.13,1537024500.0
203,0.12,1537024800.0
179,0.11,1537025100.0
201,0.11,1537025400.0
176,0.11,1537025700.0
130,0.9,1537026000.0
58,0.7,1537026300.0
9,0.4,1537026600.0
0,0.2,1537026900.0
0,0.1,1537027200.0
0,0.0,1537027500.0
0,0.1,1537027800.0
0,0.2,1537028100.0
0,0.2,1537028400.0
0,0.2,1537028700.0
0,0.2,1537029000.0
0,0.2,1537029300.0
0,0.2,1537029600.0
0,0.2,1537029900.0
0,0.2,1537030200.0
0,0.2,1537030500.0
0,0.2,1537030800.0
0,0.2,1537031100.0
0,0.3,1537031400.0
0,0.2,1537031700.0
0,0.1,1537032000.0
0,0.2,1537032300.0
0,0.2,1537032600.0
0,0.2,1537032900.0
0,0.2,1537033200.0
0,0.2,1537033500.0
0,0.2,1537033800.0
0,0.2,1537034100.0
0,0.2,1537034400.0
0,0.2,1537034700.0
0,0.1,1537035000.0
0,0.1,1537035300.0
0,0.1,1537035600.0
0,0.1,1537035900.0
0,0.1,1537036200.0
0,0.1,1537036500.0
0,0.2,1537036800.0
0,0.1,1537037100.0
0,0.1,1537037400.0
0,0.1,1537037700.0
0,0.1,1537038000.0
0,0.2,1537038300.0
0,0.2,1537038600.0
0,0.2,1537038900.0
0,0.1,1537039200.0
0,0.1,1537039500.0
0,0.1,1537039800.0
0,0.1,1537040100.0
0,0.0,1537040400.0
0,0.0,1537040700.0
0,0.1,1537041000.0
0,0.0,1537041300.0
0,0.1,1537041600.0
0,0.0,1537041900.0
0,0.0,1537042200.0
0,0.2,1537042500.0
0,0.1,1537042800.0
0,0.0,1537043100.0
0,0.1,1537043400.0
0,0.0,1537043700.0
0,0.0,1537044000.0
0,0.1,1537044300.0
0,0.0,1537044600.0
0,0.0,1537044900.0
0,0.1,1537045200.0
0,0.0,1537045500.0
0,0.1,1537045800.0
0,0.0,1537046100.0
0,0.0,1537046400.0
0,0.1,1537046700.0
0,0.0,1537047000.0
0,0.0,1537047300.0
0,0.0,1537047600.0
0,0.0,1537047900.0
0,0.0,1537048200.0
0,0.1,1537048500.0
0,0.0,1537048800.0
0,0.0,1537049100.0
0,0.0,1537049400.0
0,0.0,1537049700.0
0,0.1,1537050000.0
0,0.1,1537050300.0
0,0.0,1537050600.0
0,0.0,1537050900.0
0,0.1,1537051200.0
0,0.0,1537051500.0
0,0.0,1537051800.0
0,0.0,1537052100.0
0,0.1,1537052400.0
0,0.0,1537052700.0
0,0.0,1537053000.0
0,0.0,1537053300.0
0,0.0,1537053600.0
0,0.0,1537053900.0
0,0.1,1537054200.0
0,0.0,1537054500.0
0,0.0,1537054800.0
0,0.0,1537055100.0
0,0.0,1537055400.0
0,0.0,1537055700.0
0,0.0,1537056000.0
0,0.0,1537056300.0
0,0.0,1537056600.0
0,0.0,1537056900.0
0,0.1,1537057200.0
0,0.1,1537057500.0
0,0.1,1537057800.0
0,0.1,1537058100.0
0,0.1,1537058400.0
0,0.0,1537058700.0
0,0.0,1537059000.0
0,0.0,1537059300.0
0,0.0,1537059600.0
0,0.0,1537059900.0
0,0.0,1537060200.0
0,0.0,1537060500.0
0,0.0,1537060800.0
0,0.0,1537061100.0
0,0.0,1537061400.0
0,0.0,1537061700.0
0,0.0,1537062000.0
0,0.0,1537062300.0
0,0.0,1537062600.0
0,0.1,1537062900.0
0,0.1,1537063200.0
0,0.0,1537063500.0
0,0.1,1537063800.0
0,0.0,1537064100.0
0,0.1,1537064400.0
0,0.0,1537064700.0
0,0.0,1537065000.0
0,0.0,1537065300.0
0,0.0,1537065600.0
0,0.0,1537065900.0
0,0.0,1537066200.0
0,0.0,1537066500.0
0,0.0,1537066800.0
0,0.0,1537067100.0
0,0.0,1537067400.0
0,0.0,1537067700.0
0,0.1,1537068000.0
0,0.2,1537068300.0
0,0.4,1537068600.0
0,0.8,1537068900.0
9,0.9,1537069200.0
97,0.14,1537069500.0
328,0.19,1537069800.0
473,0.29,1537070100.0
768,0.36,1537070400.0
1149,0.42,1537070700.0
1543,0.85,1537071000.0
2039,0.8,1537071300.0
2644,0.55,1537071600.0
3272,0.5,1537071900.0
3875,0.53,1537072200.0
4513,0.66,1537072500.0
5184,1.81,1537072800.0
5855,1.98,1537073100.0
6526,2.12,1537073400.0
7207,2.28,1537073700.0
7973,2.46,1537074000.0
8763,2.65,1537074300.0
9561,2.86,1537074600.0
10177,3.5,1537074900.0
11030,3.29,1537075200.0
11812,3.52,1537075500.0
12489,3.74,1537075800.0
13236,3.95,1537076100.0
13981,4.15,1537076400.0
14858,4.38,1537076700.0
15608,4.59,1537077000.0
16252,4.77,1537077300.0
17189,4.95,1537077600.0
17780,5.8,1537077900.0
18567,5.32,1537078200.0
19471,5.53,1537078500.0
20270,5.75,1537078800.0
21017,5.92,1537079100.0
21672,6.9,1537079400.0
22281,6.3,1537079700.0
23041,6.47,1537080000.0
23561,6.65,1537080300.0
24224,6.84,1537080600.0
24793,7.2,1537080900.0
25369,7.16,1537081200.0
26196,7.45,1537081500.0
27182,7.72,1537081800.0
26970,7.61,1537082100.0
22053,5.92,1537082400.0
22925,7.1,1537082700.0
27965,8.6,1537083000.0
29467,8.35,1537083300.0
30226,8.44,1537083600.0
30610,8.48,1537083900.0
30469,8.36,1537084200.0
30118,8.45,1537084500.0
30486,8.64,1537084800.0
31382,8.92,1537085100.0
32014,9.3,1537085400.0
31968,8.97,1537085700.0
31239,9.9,1537086000.0
32388,8.98,1537086300.0
32047,9.18,1537086600.0
33081,9.42,1537086900.0
33339,9.53,1537087200.0
33330,9.64,1537087500.0
33318,9.51,1537087800.0
33542,9.69,1537088100.0
33279,9.7,1537088400.0
33573,9.76,1537088700.0
33580,9.68,1537089000.0
33869,9.83,1537089300.0
33988,10.1,1537089600.0
34671,10.11,1537089900.0
34992,10.9,1537090200.0
35365,10.35,1537090500.0
32594,10.56,1537090800.0
34645,9.5,1537091100.0
36659,10.58,1537091400.0
29057,3.15,1537091700.0
25715,10.87,1537092000.0
30363,11.16,1537092300.0
22734,3.8,1537092600.0
15734,3.15,1537092900.0
7059,1.72,1537093200.0
6181,1.88,1537093500.0
20084,10.6,1537093800.0
37765,10.21,1537094100.0
35364,6.9,1537094400.0
24595,10.36,1537094700.0
34668,10.58,1537095000.0
23570,5.13,1537095300.0
12247,8.47,1537095600.0
26099,9.6,1537095900.0
29654,3.97,1537096200.0
26488,4.49,1537096500.0
22529,2.11,1537096800.0
8230,2.43,1537097100.0
13092,3.57,1537097400.0
27555,6.96,1537097700.0
26480,5.84,1537098000.0
15811,2.74,1537098300.0
8270,1.88,1537098600.0
5267,1.22,1537098900.0
4125,1.8,1537099200.0
4274,1.17,1537099500.0
5198,1.39,1537099800.0
6228,1.61,1537100100.0
7376,1.89,1537100400.0
8322,2.1,1537100700.0
9041,2.46,1537101000.0
20345,6.6,1537101300.0
13332,2.4,1537101600.0
13816,6.7,1537101900.0
12550,2.27,1537102200.0
9116,2.25,1537102500.0
7810,1.8,1537102800.0
6715,1.63,1537103100.0
7413,3.35,1537103400.0
9454,2.65,1537103700.0
8590,2.7,1537104000.0
7930,1.98,1537104300.0
8677,2.2,1537104600.0
7714,1.84,1537104900.0
6714,1.59,1537105200.0
9173,3.6,1537105500.0
11317,1.77,1537105800.0
8178,3.57,1537106100.0
10412,1.51,1537106400.0
6902,2.33,1537106700.0
9782,1.6,1537107000.0
7982,2.44,1537107300.0
6418,1.26,1537107600.0
4995,1.62,1537107900.0
5082,1.2,1537108200.0
4949,1.58,1537108500.0
4406,1.3,1537108800.0
3795,0.98,1537109100.0
3615,0.83,1537109400.0
3384,0.62,1537109700.0
2663,0.52,1537110000.0
1827,0.42,1537110300.0
1908,0.45,1537110600.0
1851,0.4,1537110900.0
1296,0.3,1537111200.0
838,0.21,1537111500.0
613,0.19,1537111800.0
645,0.24,1537112100.0
532,0.14,1537112400.0
122,0.4,1537112700.0
1,0.2,1537113000.0
0,0.0,1537113300.0
0,0.1,1537113600.0
0,0.1,1537113900.0
0,0.2,1537114200.0
0,0.2,1537114500.0
0,0.1,1537114800.0
0,0.2,1537115100.0
0,0.2,1537115400.0
0,0.3,1537115700.0
0,0.3,1537116000.0
0,0.2,1537116300.0
0,0.3,1537116600.0
0,0.2,1537116900.0
0,0.2,1537117200.0
0,0.2,1537117500.0
0,0.2,1537117800.0
0,0.3,1537118100.0
0,0.2,1537118400.0
0,0.2,1537118700.0
0,0.2,1537119000.0
0,0.2,1537119300.0
0,0.2,1537119600.0
0,0.2,1537119900.0
0,0.2,1537120200.0
0,0.2,1537120500.0
0,0.2,1537120800.0
0,0.2,1537121100.0
0,0.2,1537121400.0
0,0.2,1537121700.0
0,0.2,1537122000.0
0,0.2,1537122300.0
0,0.2,1537122600.0
0,0.2,1537122900.0
0,0.2,1537123200.0
0,0.2,1537123500.0
0,0.1,1537123800.0
0,0.1,1537124100.0
0,0.1,1537124400.0
0,0.2,1537124700.0
0,0.2,1537125000.0
0,0.2,1537125300.0
0,0.2,1537125600.0
0,0.2,1537125900.0
0,0.1,1537126200.0
0,0.1,1537126500.0
0,0.1,1537126800.0
0,0.1,1537127100.0
0,0.1,1537127400.0
0,0.1,1537127700.0
0,0.0,1537128000.0
0,0.0,1537128300.0
0,0.0,1537128600.0
0,0.1,1537128900.0
0,0.1,1537129200.0
0,0.1,1537129500.0
0,0.0,1537129800.0
0,0.0,1537130100.0
0,0.0,1537130400.0
0,0.0,1537130700.0
0,0.0,1537131000.0
0,0.0,1537131300.0
0,0.0,1537131600.0
0,0.0,1537131900.0
0,0.0,1537132200.0
0,0.0,1537132500.0
0,0.0,1537132800.0
0,0.0,1537133100.0
0,0.0,1537133400.0
0,0.0,1537133700.0
0,0.1,1537134000.0
0,0.0,1537134300.0
0,0.0,1537134600.0
0,0.0,1537134900.0
0,0.0,1537135200.0
0,0.0,1537135500.0
0,0.0,1537135800.0
0,0.1,1537136100.0
0,0.0,1537136400.0
0,0.1,1537136700.0
0,0.0,1537137000.0
0,0.0,1537137300.0
0,0.0,1537137600.0
0,0.0,1537137900.0
0,0.0,1537138200.0
0,0.0,1537138500.0
0,0.0,1537138800.0
0,0.0,1537139100.0
0,0.0,1537139400.0
0,0.0,1537139700.0
0,0.1,1537140000.0
0,0.1,1537140300.0
0,0.1,1537140600.0
0,0.1,1537140900.0
0,0.0,1537141200.0
0,0.1,1537141500.0
0,0.1,1537141800.0
0,0.0,1537142100.0
0,0.0,1537142400.0
0,0.1,1537142700.0
0,0.1,1537143000.0
0,0.1,1537143300.0
0,0.1,1537143600.0
0,0.1,1537143900.0
0,0.1,1537144200.0
0,0.0,1537144500.0
0,0.1,1537144800.0
0,0.0,1537145100.0
0,0.1,1537145400.0
0,0.1,1537145700.0
0,0.1,1537146000.0
0,0.0,1537146300.0
0,0.0,1537146600.0
0,0.1,1537146900.0
0,0.0,1537147200.0
0,0.0,1537147500.0
0,0.0,1537147800.0
0,0.0,1537148100.0
0,0.1,1537148400.0
0,0.0,1537148700.0
0,0.0,1537149000.0
0,0.0,1537149300.0
0,0.0,1537149600.0
0,0.0,1537149900.0
0,0.1,1537150200.0
0,0.0,1537150500.0
0,0.0,1537150800.0
0,0.1,1537151100.0
0,0.1,1537151400.0
0,0.0,1537151700.0
0,0.1,1537152000.0
0,0.0,1537152300.0
0,0.1,1537152600.0
0,0.1,1537152900.0
0,0.1,1537153200.0
0,0.1,1537153500.0
0,0.1,1537153800.0
0,0.1,1537154100.0
0,0.1,1537154400.0
0,0.3,1537154700.0
0,0.4,1537155000.0
0,0.6,1537155300.0
0,0.1,1537155600.0
47,0.13,1537155900.0
286,0.18,1537156200.0
424,0.37,1537156500.0
663,0.35,1537156800.0
984,0.37,1537157100.0
1405,0.71,1537157400.0
1920,0.45,1537157700.0
2495,0.45,1537158000.0
3098,0.49,1537158300.0
3680,0.51,1537158600.0
4168,0.81,1537158900.0
4277,1.1,1537159200.0
5626,1.98,1537159500.0
6437,2.14,1537159800.0
7234,2.34,1537160100.0
8037,2.5,1537160400.0
8787,2.71,1537160700.0
9496,2.91,1537161000.0
10260,3.9,1537161300.0
10929,3.31,1537161600.0
11676,3.52,1537161900.0
12315,3.71,1537162200.0
13081,3.94,1537162500.0
13891,4.18,1537162800.0
14682,4.37,1537163100.0
15500,4.63,1537163400.0
16313,4.76,1537163700.0
17161,4.92,1537164000.0
17983,5.14,1537164300.0
18449,5.29,1537164600.0
19309,5.44,1537164900.0
19971,5.71,1537165200.0
20387,5.84,1537165500.0
21322,6.5,1537165800.0
22198,6.22,1537166100.0
22977,6.44,1537166400.0
23455,6.53,1537166700.0
24068,6.83,1537167000.0
24730,6.98,1537167300.0
25559,7.11,1537167600.0
25823,7.2,1537167900.0
26304,7.5,1537168200.0
27622,7.62,1537168500.0
27665,7.74,1537168800.0
27801,7.61,1537169100.0
28700,8.15,1537169400.0
29611,8.32,1537169700.0
30185,8.36,1537170000.0
30435,8.58,1537170300.0
30934,8.61,1537170600.0
31061,8.65,1537170900.0
31215,8.66,1537171200.0
32075,9.24,1537171500.0
31900,8.82,1537171800.0
32828,9.9,1537172100.0
32786,9.44,1537172400.0
32171,9.79,1537172700.0
34169,5.2,1537173000.0
26882,4.39,1537173300.0
28734,9.76,1537173600.0
34923,10.55,1537173900.0
27766,2.42,1537174200.0
10749,7.23,1537174500.0
28699,2.17,1537174800.0
8453,1.83,1537175100.0
27194,10.0,1537175400.0
36373,10.2,1537175700.0
37733,10.88,1537176000.0
40257,11.62,1537176300.0
35813,10.48,1537176600.0
17788,3.31,1537176900.0
12079,3.12,1537177200.0
13259,3.54,1537177500.0
14152,3.42,1537177800.0
11770,2.57,1537178100.0
10446,2.56,1537178400.0
11502,2.79,1537178700.0
12063,2.87,1537179000.0
12381,3.1,1537179300.0
13342,3.17,1537179600.0
17191,5.97,1537179900.0
23514,4.94,1537180200.0
17718,3.83,1537180500.0
13896,3.31,1537180800.0
12736,2.84,1537181100.0
11016,2.78,1537181400.0
15506,3.71,1537181700.0
15122,4.29,1537182000.0
13849,2.85,1537182300.0
10835,2.65,1537182600.0
10888,2.74,1537182900.0
11684,3.9,1537183200.0
13928,3.68,1537183500.0
17620,4.7,1537183800.0
22043,3.34,1537184100.0
12374,1.8,1537184400.0
5255,1.22,1537184700.0
